ID,c,r_c,r_t,M_V,m_tot,M_bol,M_U,M_B,M_R,M_I,M_J,M_H,M_Ks
4250,1.73,1.65,87.6,-2.607,1751.4,-3.13,-1.897,-1.918,-3.067,-3.531,-4.157,-4.629,-4.714
4251,0.67,18.62,87.64,-4.418,9315.54,-4.99,-3.601,-3.663,-4.915,-5.411,-6.088,-6.604,-6.695
4252,1.91,0.65,52.98,-3.507,4705.77,-4.042,-2.788,-2.804,-3.976,-4.446,-5.081,-5.56,-5.647
4253,1.55,2.58,91.79,-3.639,5172.49,-4.155,-2.967,-2.967,-4.091,-4.547,-5.162,-5.623,-5.708
4254,1.19,2.2,34.36,-2.791,2616.52,-3.279,-2.213,-2.175,-3.214,-3.644,-4.216,-4.638,-4.718
4255,0.6,16.63,66.68,-4.705,11146.65,-5.242,-3.949,-3.988,-5.179,-5.654,-6.299,-6.786,-6.871
4256,1.01,6.18,63.49,-4.356,8691.35,-4.914,-3.553,-3.614,-4.845,-5.333,-5.998,-6.502,-6.591
4257,1.41,6.79,175.0,-6.472,61890.32,-7.033,-5.701,-5.745,-6.957,-7.443,-8.106,-8.612,-8.701
4258,1.37,7.42,175.0,-6.505,63526.59,-7.061,-5.732,-5.778,-6.989,-7.473,-8.133,-8.634,-8.723
4259,1.43,3.75,99.95,-5.477,25498.27,-6.014,-4.749,-4.773,-5.947,-6.418,-7.058,-7.54,-7.626
4260,0.82,20.81,135.99,-4.953,15668.28,-5.492,-4.211,-4.245,-5.424,-5.899,-6.542,-7.029,-7.117
4261,0.84,25.55,175.0,-6.734,73571.61,-7.296,-5.939,-5.995,-7.224,-7.713,-8.379,-8.887,-8.976
4262,1.98,0.93,88.53,-2.449,1547.91,-2.982,-1.699,-1.732,-2.922,-3.396,-4.036,-4.515,-4.601
4263,1.23,4.38,73.64,-4.864,13261.06,-5.443,-4.046,-4.108,-5.364,-5.863,-6.546,-7.069,-7.161
4264,0.6,23.24,92.06,-2.801,2102.13,-3.327,-2.074,-2.105,-3.265,-3.731,-4.363,-4.839,-4.924
4265,0.53,52.21,175.0,-7.656,176988.97,-8.212,-6.872,-6.922,-8.141,-8.623,-9.285,-9.792,-9.881
4266,1.56,4.87,175.0,-6.438,60433.88,-6.997,-5.765,-5.771,-6.897,-7.361,-7.997,-8.479,-8.566
4267,0.54,49.77,173.44,-4.669,10636.24,-5.228,-3.861,-3.927,-5.157,-5.646,-6.312,-6.82,-6.909
4268,2.0,1.08,109.38,-7.223,124092.62,-7.779,-6.457,-6.499,-7.706,-8.187,-8.844,-9.346,-9.436
4269,0.74,28.48,154.76,-4.083,7168.93,-4.607,-3.371,-3.388,-4.546,-5.011,-5.639,-6.111,-6.195
4270,1.15,2.29,32.51,-3.304,4290.83,-3.81,-2.678,-2.653,-3.746,-4.192,-4.789,-5.232,-5.316
4271,1.86,0.6,43.32,-5.013,16341.43,-5.549,-4.281,-4.308,-5.482,-5.954,-6.595,-7.079,-7.165
4272,1.52,2.1,69.51,-2.889,2435.89,-3.417,-2.173,-2.189,-3.355,-3.822,-4.453,-4.927,-5.012
4273,1.22,8.55,140.8,-4.089,7599.25,-4.637,-3.349,-3.376,-4.565,-5.043,-5.692,-6.186,-6.275
4274,1.59,2.26,88.4,-7.012,103158.59,-7.568,-6.247,-6.288,-7.495,-7.979,-8.634,-9.136,-9.226
4275,0.63,33.62,142.17,-8.372,350810.16,-8.926,-7.613,-7.653,-8.847,-9.326,-9.982,-10.479,-10.565
4276,1.37,7.5,175.0,-6.054,43487.77,-6.614,-5.29,-5.328,-6.539,-7.024,-7.685,-8.19,-8.279
4277,0.85,5.27,37.34,-4.4,8679.76,-5.217,-3.987,-3.818,-4.822,-5.26,-5.862,-6.325,-6.408
4278,1.41,5.71,145.4,-4.263,8247.83,-4.792,-3.556,-3.571,-4.726,-5.192,-5.822,-6.298,-6.383
4279,1.7,1.79,90.3,-7.576,166247.22,-8.136,-6.787,-6.838,-8.064,-8.548,-9.213,-9.722,-9.812
4280,2.39,0.31,76.11,-7.002,99910.85,-7.558,-6.233,-6.275,-7.485,-7.97,-8.625,-9.127,-9.216
4281,1.21,4.98,81.35,-2.835,2145.11,-3.365,-2.107,-2.136,-3.301,-3.77,-4.405,-4.885,-4.97
4282,1.75,1.86,103.81,-3.216,2851.96,-3.758,-2.445,-2.496,-3.692,-4.17,-4.821,-5.314,-5.401
4283,2.41,0.68,175.0,-5.998,42949.09,-6.533,-5.279,-5.298,-6.466,-6.936,-7.572,-8.052,-8.138
4284,0.6,17.62,69.89,-6.159,44572.4,-6.732,-5.346,-5.409,-6.654,-7.149,-7.827,-8.345,-8.435
4285,1.83,1.73,115.68,-4.848,16007.56,-5.376,-4.147,-4.157,-5.31,-5.775,-6.403,-6.875,-6.961
4286,1.66,1.58,72.67,-3.906,6395.91,-4.425,-3.21,-3.223,-4.363,-4.824,-5.445,-5.909,-5.994
4287,1.47,5.91,175.0,-6.946,92692.71,-7.504,-6.165,-6.214,-7.432,-7.918,-8.577,-9.081,-9.17
4288,1.8,0.78,49.15,-4.17,7291.62,-4.695,-3.451,-3.474,-4.634,-5.1,-5.729,-6.203,-6.287
4289,1.77,0.98,57.91,-4.17,8027.85,-4.694,-3.468,-3.483,-4.631,-5.094,-5.72,-6.19,-6.275
4290,1.0,17.32,175.0,-9.218,796099.75,-9.764,-8.482,-8.511,-9.689,-10.162,-10.803,-11.296,-11.378
4291,0.57,46.93,175.0,-9.273,827985.44,-9.827,-8.547,-8.57,-9.743,-10.214,-10.854,-11.349,-11.431
4292,1.16,5.21,75.05,-5.739,30080.6,-6.289,-4.968,-5.015,-6.219,-6.701,-7.357,-7.856,-7.944
4293,1.77,3.0,175.0,-7.464,151056.16,-8.025,-6.678,-6.727,-7.952,-8.436,-9.1,-9.609,-9.699
4294,0.61,43.04,175.0,-6.626,69205.5,-7.195,-5.827,-5.882,-7.119,-7.612,-8.283,-8.796,-8.887
4295,1.52,3.66,121.77,-6.207,48756.52,-6.764,-5.425,-5.474,-6.693,-7.178,-7.84,-8.342,-8.431
4296,1.8,1.61,101.07,-3.827,6001.78,-4.324,-3.203,-3.186,-4.263,-4.705,-5.296,-5.735,-5.816
4297,1.96,1.38,124.4,-6.461,61895.25,-7.002,-5.709,-5.745,-6.936,-7.412,-8.058,-8.546,-8.633
4298,1.72,3.35,175.0,-7.883,225852.75,-8.45,-7.154,-7.172,-8.354,-8.829,-9.479,-9.977,-10.065
4299,1.67,1.83,84.96,-4.48,10349.39,-5.027,-3.749,-3.772,-4.954,-5.43,-6.079,-6.571,-6.659
4300,0.8,27.86,175.0,-7.904,223169.97,-8.464,-7.114,-7.165,-8.39,-8.876,-9.544,-10.056,-10.145
4301,2.03,1.2,129.24,-6.181,45842.29,-6.745,-5.387,-5.441,-6.671,-7.161,-7.829,-8.337,-8.427
4302,1.94,2.02,175.0,-6.247,50791.91,-6.795,-5.498,-5.533,-6.724,-7.202,-7.853,-8.347,-8.435
4303,0.7,34.67,175.0,-6.501,62868.8,-7.069,-5.708,-5.762,-6.992,-7.483,-8.153,-8.666,-8.756
4304,1.98,1.81,175.0,-7.938,216330.06,-8.516,-7.133,-7.189,-8.428,-8.92,-9.598,-10.119,-10.207
4305,0.9,22.01,175.0,-9.935,1584152.0,-10.474,-9.203,-9.228,-10.397,-10.865,-11.505,-11.999,-12.079
4306,0.77,29.6,175.0,-5.392,22750.71,-6.056,-4.779,-4.725,-5.853,-6.322,-6.965,-7.459,-7.547
4307,0.98,18.35,175.0,-8.636,450622.28,-9.192,-7.874,-7.915,-9.114,-9.596,-10.251,-10.751,-10.837
4308,0.52,43.0,142.06,-7.249,124999.74,-7.806,-6.475,-6.52,-7.733,-8.216,-8.873,-9.377,-9.466
4309,0.89,15.37,118.3,-3.749,5578.18,-4.279,-3.038,-3.055,-4.213,-4.679,-5.311,-5.787,-5.873
4310,1.68,3.66,175.0,-6.222,49597.32,-6.773,-5.467,-5.504,-6.701,-7.181,-7.835,-8.332,-8.42
4311,0.65,24.74,109.45,-4.409,9215.2,-4.967,-3.657,-3.689,-4.89,-5.374,-6.034,-6.539,-6.628
4312,0.93,20.34,175.0,-7.442,146696.44,-7.995,-6.669,-6.715,-7.925,-8.404,-9.059,-9.559,-9.648
4313,1.72,1.47,76.92,-6.714,70473.59,-7.28,-5.908,-5.969,-7.207,-7.698,-8.368,-8.88,-8.97
4314,2.42,0.67,175.0,-8.238,305943.12,-8.791,-7.459,-7.508,-8.719,-9.202,-9.865,-10.368,-10.455
4315,1.87,2.37,175.0,-6.358,55308.95,-6.92,-5.565,-5.618,-6.848,-7.337,-8.003,-8.51,-8.6
4316,1.37,5.91,139.08,-7.225,122417.63,-7.792,-6.433,-6.485,-7.717,-8.205,-8.872,-9.385,-9.475
4317,0.95,19.45,175.0,-9.837,1427562.5,-10.381,-9.111,-9.134,-10.3,-10.766,-11.405,-11.897,-11.977
4318,0.88,22.98,175.0,-5.498,26184.3,-6.029,-4.774,-4.798,-5.965,-6.434,-7.068,-7.547,-7.632
4319,1.13,10.94,148.7,-5.811,36189.2,-6.343,-5.102,-5.119,-6.275,-6.743,-7.377,-7.855,-7.941
4320,0.73,32.26,175.0,-7.913,228927.95,-8.463,-7.139,-7.184,-8.392,-8.873,-9.532,-10.036,-10.123
4321,2.14,1.06,147.88,-4.347,9509.58,-4.887,-3.623,-3.642,-4.818,-5.29,-5.931,-6.416,-6.503
4322,1.09,14.12,175.0,-7.175,113834.75,-7.766,-6.408,-6.443,-7.663,-8.152,-8.818,-9.332,-9.422
4323,1.77,1.49,88.49,-2.45,1386.19,-2.968,-1.751,-1.758,-2.91,-3.372,-3.994,-4.459,-4.54
4324,1.24,4.87,84.91,-7.21,115697.16,-7.769,-6.422,-6.475,-7.697,-8.182,-8.843,-9.349,-9.439
4325,0.63,29.97,129.15,-3.746,5071.63,-4.283,-2.997,-3.029,-4.219,-4.694,-5.337,-5.822,-5.908
4326,1.72,3.37,175.0,-5.581,28894.56,-6.13,-4.846,-4.872,-6.057,-6.534,-7.185,-7.68,-7.768
4327,1.29,2.19,43.15,-2.49,1779.37,-3.019,-1.78,-1.801,-2.952,-3.416,-4.046,-4.522,-4.608
4328,1.53,2.56,87.87,-4.983,15510.73,-5.52,-4.257,-4.284,-5.451,-5.922,-6.563,-7.048,-7.134
4329,0.57,47.32,175.0,-7.384,142920.09,-7.951,-6.648,-6.674,-7.862,-8.338,-8.991,-9.491,-9.58
4330,0.58,21.48,82.55,-2.031,1061.81,-2.574,-1.244,-1.297,-2.512,-2.993,-3.646,-4.139,-4.227
4331,0.63,33.42,143.24,-8.064,262240.12,-8.615,-7.3,-7.343,-8.539,-9.019,-9.677,-10.179,-10.266
4332,0.51,25.46,81.65,-2.778,2119.71,-3.341,-1.99,-2.044,-3.265,-3.753,-4.419,-4.928,-5.018
4333,1.19,9.99,154.03,-6.983,91417.81,-7.561,-6.161,-6.228,-7.483,-7.981,-8.659,-9.182,-9.273
4334,1.82,2.64,175.0,-8.467,390019.97,-9.019,-7.711,-7.75,-8.944,-9.424,-10.081,-10.58,-10.666
4335,1.71,3.43,175.0,-9.239,793216.56,-9.794,-8.488,-8.523,-9.714,-10.19,-10.837,-11.336,-11.418
4336,1.15,2.72,38.27,-4.414,9169.09,-4.966,-3.647,-3.691,-4.894,-5.376,-6.031,-6.53,-6.618
4337,0.55,48.85,175.0,-8.846,557858.69,-9.397,-8.105,-8.136,-9.319,-9.796,-10.442,-10.937,-11.021
4338,2.31,0.42,86.06,-4.09,6637.3,-4.632,-3.343,-3.379,-4.564,-5.039,-5.684,-6.174,-6.26
4339,0.74,26.9,148.02,-7.289,130452.32,-7.863,-6.546,-6.571,-7.768,-8.246,-8.897,-9.395,-9.484
4340,2.29,0.19,37.51,-2.282,1698.4,-2.793,-1.655,-1.618,-2.729,-3.179,-3.781,-4.227,-4.31
4341,0.86,23.98,175.0,-7.472,159150.53,-8.027,-6.751,-6.771,-7.943,-8.413,-9.057,-9.548,-9.636
4342,0.79,24.99,155.16,-5.689,30386.08,-6.24,-4.934,-4.973,-6.167,-6.647,-7.301,-7.797,-7.885
4343,1.37,2.96,69.41,-3.098,2972.1,-3.648,-2.307,-2.357,-3.583,-4.068,-4.724,-5.22,-5.308
4344,1.45,3.42,96.77,-7.525,162835.0,-8.079,-6.796,-6.821,-8.0,-8.471,-9.119,-9.615,-9.703
4345,1.27,9.32,175.0,-4.817,14547.68,-5.353,-4.08,-4.108,-5.287,-5.76,-6.4,-6.882,-6.969
4346,1.31,2.96,60.8,-4.964,14181.42,-5.539,-4.132,-4.205,-5.464,-5.962,-6.643,-7.164,-7.255
4347,1.57,1.6,58.68,-2.987,2338.26,-3.53,-2.204,-2.263,-3.465,-3.944,-4.596,-5.089,-5.176
4348,1.9,0.9,71.75,-4.332,8315.94,-4.891,-3.534,-3.593,-4.82,-5.308,-5.975,-6.482,-6.571
4349,1.25,4.04,71.77,-6.0,34734.02,-6.621,-5.281,-5.292,-6.482,-6.968,-7.64,-8.158,-8.248
4350,0.79,9.49,58.93,-3.501,4821.7,-4.002,-2.872,-2.852,-3.941,-4.385,-4.98,-5.422,-5.504
4351,1.44,3.66,101.21,-4.603,13216.63,-5.113,-3.954,-3.944,-5.049,-5.499,-6.104,-6.556,-6.64
4352,2.34,0.81,175.0,-9.53,1054946.5,-10.085,-8.791,-8.819,-10.003,-10.472,-11.117,-11.614,-11.696
4353,0.76,9.92,57.29,-4.54,11670.19,-5.089,-3.805,-3.83,-5.015,-5.493,-6.143,-6.637,-6.726
4354,1.54,3.05,106.42,-5.027,18082.7,-5.538,-4.36,-4.359,-5.476,-5.929,-6.539,-6.995,-7.078
4355,1.98,1.84,175.0,-8.454,387802.34,-9.004,-7.683,-7.729,-8.933,-9.415,-10.074,-10.573,-10.659
4356,1.25,9.93,175.0,-7.529,161819.22,-8.079,-6.768,-6.807,-8.009,-8.486,-9.139,-9.638,-9.726
4357,0.54,28.81,99.86,-3.845,6589.83,-4.341,-3.232,-3.206,-4.28,-4.72,-5.307,-5.741,-5.823
4358,2.24,0.34,59.65,-2.515,1705.69,-3.054,-1.762,-1.793,-2.99,-3.467,-4.111,-4.597,-4.684
4359,1.33,4.59,98.58,-4.419,9272.05,-4.935,-3.728,-3.743,-4.873,-5.331,-5.95,-6.414,-6.497
4360,1.3,8.85,175.0,-5.623,31077.22,-6.153,-4.913,-4.928,-6.087,-6.554,-7.185,-7.66,-7.746
4361,0.76,15.46,89.35,-3.784,5603.17,-4.291,-3.127,-3.124,-4.229,-4.679,-5.285,-5.737,-5.82
4362,1.82,0.81,53.44,-4.961,15290.91,-5.508,-4.204,-4.242,-5.439,-5.918,-6.569,-7.063,-7.15
4363,2.04,0.27,30.04,-3.272,3441.52,-3.776,-2.622,-2.616,-3.716,-4.164,-4.766,-5.215,-5.297
4364,0.8,11.24,71.46,-5.731,30948.03,-6.301,-4.927,-4.986,-6.224,-6.717,-7.392,-7.908,-7.998
4365,1.65,0.89,39.79,-4.673,11191.04,-5.232,-3.891,-3.942,-5.158,-5.644,-6.308,-6.815,-6.904
4366,0.68,36.36,175.0,-7.952,246406.53,-8.508,-7.207,-7.236,-8.426,-8.902,-9.556,-10.055,-10.143
4367,0.56,47.99,175.0,-7.748,198831.88,-8.305,-6.966,-7.015,-8.232,-8.714,-9.376,-9.882,-9.971
4368,2.45,0.52,146.91,-3.941,6627.06,-4.452,-3.278,-3.275,-4.39,-4.843,-5.452,-5.907,-5.99
4369,1.87,2.37,175.0,-9.731,1282075.38,-10.275,-8.983,-9.017,-10.2,-10.67,-11.315,-11.812,-11.893
4370,0.91,21.54,175.0,-9.325,876171.5,-9.871,-8.568,-8.607,-9.801,-10.275,-10.921,-11.419,-11.501
4371,1.31,8.66,175.0,-7.29,133975.34,-7.86,-6.56,-6.58,-7.766,-8.241,-8.888,-9.384,-9.472
4372,0.72,33.0,175.0,-8.399,359389.94,-8.95,-7.646,-7.683,-8.874,-9.351,-10.004,-10.498,-10.583
4373,2.18,0.32,48.45,-2.221,1275.23,-2.698,-1.645,-1.614,-2.638,-3.063,-3.627,-4.04,-4.117
4374,2.11,1.35,175.0,-9.81,1379164.62,-10.351,-9.074,-9.102,-10.275,-10.743,-11.384,-11.878,-11.959
4375,1.26,2.58,47.46,-3.567,5133.44,-4.087,-2.895,-2.889,-4.022,-4.48,-5.097,-5.559,-5.644
4376,0.84,25.02,175.0,-8.721,474886.16,-9.295,-7.976,-8.007,-9.199,-9.681,-10.339,-10.844,-10.929
4377,1.65,3.92,175.0,-7.978,248159.17,-8.551,-7.232,-7.258,-8.454,-8.933,-9.592,-10.095,-10.183
4378,1.7,1.34,67.42,-5.1,18863.47,-5.659,-4.349,-4.378,-5.583,-6.067,-6.726,-7.23,-7.319
4379,1.04,4.12,45.24,-3.215,3111.39,-3.758,-2.466,-2.504,-3.688,-4.164,-4.812,-5.302,-5.392
4380,0.73,7.16,38.26,-3.364,3863.91,-3.878,-2.69,-2.689,-3.817,-4.274,-4.888,-5.347,-5.43
4381,1.95,1.98,175.0,-7.328,138682.33,-7.868,-6.588,-6.618,-7.8,-8.272,-8.914,-9.402,-9.49
4382,1.63,4.12,175.0,-8.29,318955.78,-8.846,-7.504,-7.556,-8.774,-9.259,-9.924,-10.43,-10.516
4383,0.66,5.5,25.02,-2.59,1900.92,-3.108,-1.909,-1.908,-3.047,-3.507,-4.124,-4.585,-4.669
4384,1.99,1.74,168.62,-4.674,12796.13,-5.223,-3.937,-3.96,-5.151,-5.629,-6.28,-6.774,-6.862
4385,1.25,9.77,175.0,-9.024,654760.19,-9.567,-8.27,-8.308,-9.499,-9.976,-10.62,-11.116,-11.199
4386,1.34,8.07,175.0,-7.91,222505.73,-8.47,-7.143,-7.185,-8.389,-8.87,-9.531,-10.037,-10.125
4387,1.0,13.25,133.84,-5.955,34270.31,-6.536,-5.111,-5.189,-6.459,-6.96,-7.648,-8.173,-8.264
4388,1.88,2.29,175.0,-7.736,193314.81,-8.292,-7.015,-7.037,-8.205,-8.675,-9.321,-9.816,-9.904
4389,0.93,6.58,55.7,-4.248,8010.22,-4.77,-3.539,-3.56,-4.708,-5.172,-5.798,-6.269,-6.353
4390,2.04,0.9,98.85,-5.054,16812.87,-5.594,-4.315,-4.345,-5.526,-6.0,-6.644,-7.131,-7.218
4391,1.3,2.13,42.0,-2.255,1694.89,-2.748,-1.681,-1.63,-2.682,-3.116,-3.691,-4.114,-4.195
4392,1.8,2.76,175.0,-8.358,346508.28,-8.913,-7.579,-7.628,-8.841,-9.325,-9.99,-10.495,-10.582
4393,2.15,0.81,113.6,-5.422,23312.01,-5.982,-4.644,-4.691,-5.907,-6.394,-7.059,-7.566,-7.655
4394,0.68,17.59,84.41,-2.317,1542.3,-2.827,-1.662,-1.653,-2.764,-3.216,-3.821,-4.273,-4.355
4395,0.6,33.04,132.65,-7.456,148353.27,-8.031,-6.71,-6.742,-7.934,-8.409,-9.058,-9.555,-9.643
4396,0.86,10.41,76.07,-3.736,4662.94,-4.294,-2.93,-2.987,-4.227,-4.716,-5.382,-5.887,-5.975
4397,1.82,2.64,175.0,-5.677,28564.28,-6.256,-4.858,-4.924,-6.176,-6.674,-7.356,-7.879,-7.971
4398,0.92,9.36,77.15,-4.264,9863.19,-4.755,-3.667,-3.636,-4.693,-5.128,-5.708,-6.136,-6.217
4399,0.61,42.87,175.0,-7.627,176494.89,-8.179,-6.89,-6.918,-8.102,-8.577,-9.228,-9.727,-9.816
4400,1.6,1.97,78.78,-5.071,17247.42,-5.623,-4.298,-4.345,-5.553,-6.035,-6.691,-7.19,-7.278
4401,1.51,2.05,66.71,-2.779,2444.07,-3.292,-2.116,-2.11,-3.229,-3.683,-4.294,-4.75,-4.834
4402,1.92,1.84,151.42,-7.623,175490.78,-8.171,-6.855,-6.898,-8.103,-8.58,-9.233,-9.733,-9.821
4403,1.16,3.02,43.26,-3.388,4119.09,-3.892,-2.747,-2.736,-3.83,-4.276,-4.876,-5.322,-5.405
4404,1.92,1.29,108.14,-3.025,2937.42,-3.524,-2.399,-2.379,-3.462,-3.905,-4.498,-4.938,-5.019
4405,1.27,8.35,155.58,-6.238,50135.03,-6.778,-5.499,-5.531,-6.71,-7.185,-7.829,-8.315,-8.402
4406,0.97,18.64,175.0,-8.817,534888.12,-9.378,-8.071,-8.104,-9.293,-9.772,-10.423,-10.921,-11.005
4407,1.24,5.37,92.87,-3.475,3972.33,-4.055,-2.657,-2.723,-3.973,-4.471,-5.154,-5.679,-5.771
4408,1.17,2.9,42.87,-4.177,6894.18,-4.72,-3.417,-3.46,-4.653,-5.13,-5.779,-6.271,-6.357
4409,0.97,3.84,36.19,-4.225,7211.33,-4.78,-3.436,-3.488,-4.711,-5.197,-5.859,-6.362,-6.45
4410,1.09,5.27,65.07,-4.255,8513.27,-4.805,-3.496,-3.536,-4.734,-5.214,-5.867,-6.364,-6.453
4411,1.13,5.53,75.4,-4.575,11073.35,-5.113,-3.84,-3.871,-5.046,-5.518,-6.16,-6.646,-6.733
4412,0.62,42.1,175.0,-9.969,1583757.25,-10.513,-9.234,-9.262,-10.433,-10.902,-11.547,-12.045,-12.126
4413,0.77,18.8,111.17,-3.745,4526.41,-4.314,-2.9,-2.98,-4.245,-4.742,-5.419,-5.935,-6.024
4414,1.99,0.55,52.92,-4.086,8029.39,-4.605,-3.415,-3.415,-4.539,-4.996,-5.611,-6.073,-6.158
4415,1.93,1.69,143.69,-6.485,65899.38,-7.065,-5.805,-5.799,-6.952,-7.423,-8.065,-8.554,-8.641
4416,2.13,0.53,71.84,-2.163,1330.05,-2.68,-1.474,-1.48,-2.621,-3.081,-3.7,-4.162,-4.246
4417,1.22,10.65,175.0,-6.737,77406.84,-7.286,-5.971,-6.014,-7.217,-7.698,-8.351,-8.847,-8.935
4418,1.5,5.52,175.0,-6.486,60214.12,-7.045,-5.7,-5.752,-6.972,-7.458,-8.122,-8.625,-8.715
4419,0.54,48.08,167.85,-5.718,31560.19,-6.279,-4.952,-4.991,-6.203,-6.689,-7.352,-7.859,-7.947
4420,1.75,1.0,55.61,-2.453,1514.0,-3.052,-1.55,-1.652,-2.971,-3.484,-4.187,-4.726,-4.818
4421,1.37,7.5,175.0,-7.834,211206.92,-8.392,-7.039,-7.093,-8.32,-8.805,-9.472,-9.982,-10.07
4422,1.58,4.62,175.0,-8.734,494870.12,-9.292,-7.983,-8.018,-9.211,-9.691,-10.343,-10.843,-10.928
4423,2.43,0.64,175.0,-5.451,25308.97,-6.006,-4.692,-4.729,-5.932,-6.415,-7.072,-7.573,-7.662
4424,1.59,1.79,69.51,-2.513,1957.05,-3.0,-1.926,-1.889,-2.939,-3.372,-3.946,-4.368,-4.448
4425,0.93,17.2,144.83,-4.882,13654.4,-5.428,-4.12,-4.162,-5.359,-5.839,-6.491,-6.987,-7.074
4426,1.48,5.84,175.0,-7.246,123742.9,-7.817,-6.506,-6.532,-7.725,-8.204,-8.858,-9.359,-9.448
4427,1.6,4.43,175.0,-7.483,156958.48,-8.052,-6.736,-6.764,-7.962,-8.437,-9.089,-9.587,-9.676
4428,1.29,5.27,102.07,-4.712,13065.43,-5.252,-3.996,-4.017,-5.179,-5.65,-6.291,-6.779,-6.866
4429,1.81,2.69,175.0,-7.737,193907.8,-8.289,-6.963,-7.008,-8.219,-8.699,-9.358,-9.862,-9.95
4430,0.91,17.13,140.69,-8.269,313844.56,-8.836,-7.515,-7.548,-8.745,-9.225,-9.883,-10.382,-10.468
4431,1.34,1.99,43.34,-3.307,3250.34,-3.766,-2.555,-2.579,-3.84,-4.258,-4.843,-5.53,-5.6
4432,0.76,30.28,175.0,-6.779,82038.73,-7.332,-6.01,-6.052,-7.261,-7.745,-8.4,-8.899,-8.988
4433,1.63,1.51,65.21,-2.513,1926.44,-3.02,-1.874,-1.855,-2.957,-3.406,-4.007,-4.455,-4.538
4434,1.65,1.14,50.89,-2.097,1167.78,-2.636,-1.318,-1.367,-2.578,-3.057,-3.705,-4.191,-4.278
4435,1.9,1.75,138.94,-4.154,7402.2,-4.68,-3.435,-3.457,-4.618,-5.085,-5.716,-6.19,-6.275
4436,1.06,13.8,156.99,-8.869,567102.44,-9.421,-8.115,-8.153,-9.345,-9.825,-10.474,-10.972,-11.056
4437,1.74,1.89,103.11,-3.915,5470.69,-4.441,-3.187,-3.215,-4.381,-4.849,-5.481,-5.956,-6.04
4438,2.23,0.42,72.43,-2.618,1799.01,-3.166,-1.847,-1.889,-3.097,-3.578,-4.231,-4.726,-4.813
4439,0.91,6.55,52.9,-2.622,1992.85,-3.149,-1.922,-1.93,-3.084,-3.548,-4.175,-4.646,-4.731
4440,1.42,5.55,144.62,-6.079,41681.5,-6.656,-5.271,-5.328,-6.576,-7.073,-7.753,-8.273,-8.365
4441,0.69,8.39,41.43,-3.74,4489.75,-4.372,-2.811,-2.923,-4.276,-4.805,-5.535,-6.099,-6.195
4442,1.16,11.32,164.65,-4.907,14905.62,-5.444,-4.164,-4.198,-5.378,-5.852,-6.495,-6.98,-7.067
4443,1.96,1.51,137.29,-3.646,4831.99,-4.171,-2.937,-2.951,-4.109,-4.575,-5.202,-5.672,-5.756
4444,1.36,7.34,167.53,-5.213,20154.45,-5.768,-4.459,-4.492,-5.693,-6.175,-6.832,-7.333,-7.422
4445,1.16,12.19,175.0,-6.715,77780.88,-7.27,-5.951,-5.991,-7.197,-7.681,-8.337,-8.838,-8.927
4446,1.92,1.51,125.24,-5.17,17284.59,-5.728,-4.365,-4.427,-5.658,-6.147,-6.812,-7.318,-7.407
4447,0.53,51.31,175.0,-6.178,43995.8,-6.733,-5.388,-5.443,-6.664,-7.149,-7.81,-8.311,-8.399
4448,1.89,1.17,91.6,-3.337,4004.45,-3.841,-2.707,-2.688,-3.778,-4.223,-4.82,-5.265,-5.347
4449,1.81,0.71,46.13,-5.168,20689.76,-5.69,-4.483,-4.489,-5.624,-6.084,-6.705,-7.172,-7.257
4450,0.54,28.9,99.33,-2.529,1998.23,-3.037,-1.884,-1.867,-2.977,-3.428,-4.031,-4.479,-4.562
4451,1.6,3.72,149.75,-4.408,9972.58,-4.935,-3.694,-3.711,-4.873,-5.34,-5.969,-6.442,-6.527
4452,0.91,21.38,175.0,-8.045,259513.88,-8.597,-7.266,-7.313,-8.526,-9.009,-9.67,-10.174,-10.262
4453,1.16,12.13,175.0,-7.413,144720.59,-7.964,-6.642,-6.686,-7.895,-8.373,-9.027,-9.526,-9.614
4454,2.46,0.26,75.12,-3.505,5265.93,-4.016,-2.859,-2.843,-3.952,-4.403,-5.008,-5.458,-5.543
4455,0.71,29.67,153.17,-6.41,57514.28,-6.959,-5.642,-5.685,-6.89,-7.371,-8.025,-8.52,-8.608
4456,0.65,38.97,175.0,-6.878,86478.08,-7.434,-6.1,-6.147,-7.362,-7.848,-8.507,-9.011,-9.1
4457,0.53,42.1,143.06,-5.699,30627.56,-6.239,-4.971,-4.996,-6.17,-6.642,-7.285,-7.772,-7.858
4458,1.57,2.85,106.76,-5.173,19521.13,-5.734,-4.411,-4.45,-5.656,-6.141,-6.804,-7.311,-7.4
4459,0.93,18.64,157.08,-5.92,33899.88,-6.49,-5.112,-5.176,-6.413,-6.906,-7.582,-8.099,-8.189
4460,1.39,2.07,50.96,-3.977,6126.45,-4.552,-3.163,-3.227,-4.476,-4.969,-5.647,-6.165,-6.254
4461,0.94,10.94,96.24,-3.478,4082.21,-3.993,-2.789,-2.801,-3.932,-4.389,-5.006,-5.468,-5.552
4462,1.09,14.31,175.0,-5.439,23417.37,-5.989,-4.674,-4.717,-5.919,-6.4,-7.055,-7.552,-7.64
4463,1.61,1.12,46.02,-4.93,15727.92,-5.471,-4.188,-4.217,-5.404,-5.879,-6.523,-7.01,-7.097
